CE,CP,EPS1,FS1,FS2,PS1,PS2,PS3,PS4,PS5,PS6,SE,TS1,TS2,TS3,TS4,VS1,profile
46.648,2.158,2423.4,8.026,10.221,151.35,125.38,2.328,0.841,9.942,9.83,67.886,35.508,41.066,38.352,30.535,0.509,1
47.041,2.177,2419.8,7.844,10.211,151.44,125.4,2.305,2.505,9.982,9.859,68.042,35.508,41.066,38.363,30.445,0.51,1
47.245,2.174,2419.6,7.879,10.245,151.65,125.34,2.32,2.37,9.948,9.821,68.084,35.508,41.059,38.371,30.445,0.516,1
46.662,2.154,2419.8,7.881,10.196,151.41,125.48,2.281,1.952,9.983,9.868,67.966,35.508,41.066,38.352,30.535,0.522,1
47.104,2.177,2415.8,7.899,10.209,151.34,125.32,2.32,1.92,9.947,9.814,68.033,35.441,41.055,38.348,30.473,0.528,1
46.653,2.147,2423.4,7.909,10.199,151.47,125.44,2.352,0.0,10.001,9.884,67.979,35.48,41.07,38.348,30.547,0.54,1
46.588,2.149,2421.6,7.77,10.206,151.41,125.39,2.437,0.0,9.97,9.848,67.815,35.508,41.055,38.359,30.551,0.535,1
46.578,2.144,2424.0,7.999,10.203,151.4,125.3,2.445,0.0,9.97,9.845,67.887,35.48,41.055,38.336,30.535,0.536,1
46.582,2.147,2419.8,7.924,10.194,151.43,125.53,2.336,0.0,10.001,9.877,67.908,35.504,41.059,38.336,30.551,0.529,1
46.665,2.153,2419.4,8.012,10.227,151.44,125.38,2.445,0.0,9.948,9.834,68.087,35.492,41.094,38.344,30.539,0.523,1
46.665,2.153,2416.8,8.068,10.209,151.27,125.24,2.352,0.0,9.982,9.865,68.02,35.477,41.086,38.344,30.547,0.531,1
46.908,2.151,2415.8,7.959,10.187,151.45,125.27,2.359,0.0,9.972,9.856,68.05,35.48,41.102,38.363,30.555,0.541,1
46.922,2.153,2414.2,7.808,10.18,151.47,125.27,2.391,0.048,9.976,9.868,67.936,35.516,41.098,38.371,30.555,0.545,1
47.472,2.18,2417.6,8.022,10.183,151.46,125.6,2.336,0.586,9.962,9.839,67.911,35.57,41.086,38.363,30.461,0.53,1
46.98,2.148,2422.0,7.963,10.193,151.33,125.47,2.352,0.127,9.932,9.818,67.917,35.602,41.109,38.383,30.535,0.556,1
46.909,2.148,2417.6,7.688,10.21,151.51,125.42,2.281,0.541,9.927,9.8,67.809,35.586,41.094,38.41,30.461,0.545,1
46.98,2.15,2413.6,7.932,10.196,151.41,125.31,2.336,0.203,9.934,9.814,68.122,35.594,41.129,38.375,30.562,0.536,1
46.992,2.161,2412.0,7.991,10.189,151.52,125.39,2.297,1.049,9.942,9.829,68.016,35.598,41.148,38.363,30.527,0.532,1
47.13,2.144,2413.6,7.882,10.171,151.52,125.6,2.187,3.559,9.964,9.84,68.214,35.594,41.184,38.375,30.539,0.532,1
47.191,2.15,2411.8,7.863,10.194,151.55,125.34,2.352,8.959,9.964,9.842,68.222,35.68,41.176,38.363,30.535,0.541,1
46.66,2.122,2411.8,7.863,10.189,151.46,125.35,2.359,8.993,9.946,9.825,68.07,35.594,41.23,38.398,30.629,0.536,1
46.917,2.139,2413.8,7.879,10.172,151.55,125.66,2.242,8.437,9.951,9.836,68.193,35.582,41.246,38.387,30.617,0.542,1
47.124,2.154,2417.4,7.722,10.184,151.67,125.19,2.406,9.402,9.96,9.837,67.972,35.598,41.234,38.445,30.613,0.546,1
47.043,2.155,2415.8,8.003,10.201,151.49,125.38,2.32,9.536,9.948,9.822,67.924,35.664,41.156,38.453,30.641,0.549,1
47.054,2.148,2419.6,7.873,10.165,151.38,125.39,2.406,9.534,9.947,9.837,68.034,35.652,41.277,38.445,30.617,0.529,1
47.123,2.147,2417.8,8.012,10.181,151.47,125.37,2.437,9.589,9.945,9.825,67.967,35.68,41.285,38.426,30.617,0.536,1
47.091,2.144,2418.8,7.965,10.193,151.36,125.37,2.242,9.627,9.948,9.832,67.909,35.652,41.223,38.441,30.633,0.527,1
47.375,2.163,2421.6,8.001,10.167,151.41,125.38,2.281,9.645,9.95,9.826,67.735,35.668,41.285,38.437,30.617,0.538,1
47.301,2.147,2425.8,7.869,10.189,151.59,125.42,2.359,9.602,9.915,9.8,67.929,35.668,41.277,38.441,30.629,0.537,1
47.384,2.144,2423.4,7.854,10.189,151.65,125.71,2.383,9.63,9.901,9.783,67.96,35.664,41.176,38.426,30.621,0.525,1
47.409,2.154,2425.6,7.851,10.201,151.59,125.57,2.242,10.157,9.92,9.809,67.843,35.676,41.305,38.437,30.613,0.521,1
47.338,2.149,2422.0,7.642,10.181,151.52,125.59,2.328,9.68,9.942,9.825,67.672,35.668,41.332,38.441,30.629,0.534,1
47.656,2.174,2422.4,7.699,10.203,151.63,125.51,2.32,10.187,9.955,9.838,67.765,35.664,41.316,38.52,30.613,0.531,1
47.384,2.17,2423.4,7.668,10.192,151.55,125.5,2.469,9.661,9.91,9.793,67.707,35.68,41.332,38.535,30.617,0.535,1
47.594,2.164,2420.8,7.863,10.194,151.59,125.57,2.273,10.165,9.939,9.821,68.015,35.652,41.324,38.512,30.605,0.539,1
47.394,2.166,2424.2,7.693,10.213,151.55,125.77,2.352,10.203,9.974,9.863,67.738,35.668,41.324,38.52,30.617,0.531,1
47.347,2.175,2422.4,7.894,10.207,151.51,125.4,2.43,10.159,9.943,9.822,67.875,35.668,41.324,38.52,30.613,0.546,1
46.652,2.148,2423.0,7.68,10.189,151.63,125.52,2.484,10.195,9.958,9.847,67.794,35.754,41.328,38.512,30.719,0.525,1
47.253,2.163,2452.2,7.525,10.193,150.9,125.26,2.281,9.687,9.983,9.858,64.304,35.668,41.34,38.441,30.621,0.517,1
47.075,2.149,2447.6,7.666,10.192,150.94,125.04,2.336,9.689,9.977,9.847,64.229,35.687,41.324,38.43,30.617,0.526,0
46.943,2.155,2449.4,7.727,10.213,150.91,124.96,2.281,9.615,9.945,9.83,64.208,35.652,41.328,38.426,30.621,0.555,0
46.946,2.147,2447.8,7.488,10.208,150.98,125.3,2.25,10.166,9.929,9.807,64.11,35.664,41.301,38.441,30.621,0.521,0
47.003,2.145,2447.6,7.521,10.226,150.94,125.26,2.219,10.163,9.924,9.8,64.185,35.664,41.305,38.43,30.617,0.521,0
46.896,2.143,2452.2,7.363,10.239,150.93,125.19,2.305,10.148,9.925,9.804,64.009,35.66,41.297,38.43,30.621,0.516,0
46.942,2.142,2442.0,7.709,10.198,150.94,125.0,2.227,9.699,9.972,9.835,64.126,35.641,41.301,38.426,30.613,0.542,0
47.18,2.147,2444.0,7.609,10.203,150.91,125.0,2.219,10.218,9.976,9.856,64.141,35.676,41.312,38.402,30.617,0.536,0
47.193,2.143,2444.0,7.389,10.196,150.88,125.18,2.187,9.65,9.953,9.832,63.994,35.668,41.332,38.43,30.641,0.531,0
47.157,2.172,2450.4,7.679,10.205,150.92,125.19,2.141,10.187,9.962,9.84,64.132,35.68,41.324,38.5,30.613,0.544,0
47.146,2.17,2448.2,7.4,10.192,150.9,124.98,2.375,10.201,9.948,9.835,64.066,35.664,41.285,38.512,30.621,0.541,0
46.727,2.156,2449.4,7.452,10.214,151.03,125.08,2.227,10.18,9.944,9.816,63.925,35.746,41.301,38.52,30.711,0.502,0
46.809,2.156,2449.8,7.446,10.199,150.98,125.11,2.273,10.184,9.96,9.851,64.013,35.754,41.324,38.508,30.707,0.534,0
46.679,2.143,2449.6,7.526,10.196,150.93,125.16,2.273,10.154,9.929,9.811,64.231,35.762,41.328,38.52,30.707,0.521,0
47.253,2.175,2447.8,7.559,10.196,150.98,125.08,2.359,10.203,9.972,9.845,64.104,35.742,41.332,38.523,30.613,0.521,0
47.241,2.164,2449.6,7.397,10.201,151.03,125.13,2.102,10.17,9.93,9.795,63.922,35.754,41.328,38.52,30.617,0.519,0
47.146,2.172,2447.8,7.555,10.192,151.06,124.93,2.328,10.195,9.967,9.855,63.934,35.746,41.324,38.508,30.621,0.508,0
47.549,2.169,2450.0,7.743,10.213,150.98,125.0,2.25,10.16,9.928,9.816,64.047,35.746,41.305,38.512,30.602,0.513,0
47.549,2.173,2450.4,7.423,10.181,150.97,125.14,2.25,10.212,9.957,9.838,63.893,35.746,41.289,38.52,30.629,0.515,0
47.264,2.173,2446.8,7.724,10.198,150.82,125.03,2.227,10.156,9.931,9.812,64.107,35.742,41.305,38.5,30.629,0.514,0
47.478,2.163,2449.2,7.626,10.201,151.04,125.11,2.141,10.203,9.969,9.851,64.121,35.734,41.301,38.5,30.621,0.526,0
47.562,2.171,2452.0,7.676,10.213,150.86,124.94,2.281,10.158,9.934,9.81,63.908,35.754,41.305,38.512,30.613,0.516,0
47.587,2.17,2447.8,7.461,10.201,150.98,125.16,2.266,10.167,9.925,9.81,63.972,35.754,41.312,38.508,30.629,0.535,0
47.417,2.176,2455.8,7.686,10.184,150.86,125.11,2.195,10.222,9.983,9.861,63.998,35.734,41.316,38.566,30.629,0.517,0
47.865,2.18,2447.8,7.491,10.21,150.97,125.16,2.25,10.154,9.929,9.817,64.053,35.84,41.312,38.551,30.629,0.509,0
48.266,2.199,2449.6,7.476,10.216,150.98,125.08,2.242,10.214,9.969,9.844,64.033,35.848,41.324,38.547,30.645,0.536,0
47.793,2.178,2447.4,7.359,10.209,151.03,124.96,2.32,10.143,9.908,9.789,64.05,35.758,41.305,38.531,30.633,0.518,0
48.071,2.191,2447.6,7.339,10.19,150.98,125.11,2.305,10.171,9.936,9.825,63.992,35.82,41.324,38.578,30.629,0.524,0
47.157,2.164,2447.4,7.475,10.2,151.03,125.21,2.117,10.203,9.967,9.849,63.962,35.762,41.328,38.551,30.711,0.512,0
47.96,2.181,2451.8,7.4,10.212,150.91,124.95,2.336,10.162,9.928,9.814,63.978,35.754,41.316,38.547,30.629,0.518,0
47.158,2.157,2451.8,7.471,10.194,151.01,125.08,2.242,10.19,9.951,9.825,63.967,35.836,41.312,38.586,30.707,0.517,0
47.191,2.159,2452.8,7.412,10.227,151.04,125.16,2.164,10.184,9.955,9.837,63.806,35.82,41.324,38.605,30.707,0.515,0
47.901,2.179,2454.4,7.646,10.198,150.91,125.06,2.266,10.203,9.97,9.843,64.127,35.836,41.328,38.539,30.617,0.504,0
47.879,2.184,2452.8,7.529,10.221,150.82,124.93,2.281,10.141,9.92,9.802,63.913,35.848,41.332,38.559,30.629,0.518,0
46.995,2.139,2446.8,7.356,10.205,150.91,125.14,2.273,10.173,9.932,9.823,64.043,35.84,41.332,38.578,30.801,0.527,0
46.802,2.132,2446.4,7.433,10.209,150.94,125.21,2.305,10.144,9.908,9.797,64.026,35.836,41.332,38.578,30.801,0.517,0
47.393,2.16,2448.6,7.646,10.209,150.94,125.23,2.219,10.187,9.96,9.842,64.149,35.848,41.34,38.562,30.707,0.509,0
47.946,2.185,2447.8,7.381,10.221,150.94,125.09,2.297,10.135,9.92,9.807,63.966,35.848,41.316,38.551,30.621,0.507,0
47.528,2.17,2445.6,7.736,10.221,150.86,125.0,2.195,10.189,9.936,9.819,64.241,35.848,41.34,38.602,30.719,0.512,0
47.048,2.146,2446.0,7.735,10.208,150.79,125.19,2.266,10.162,9.936,9.802,64.22,35.848,41.352,38.594,30.793,0.538,0
46.963,2.149,2449.2,7.716,10.222,150.87,125.08,2.305,10.179,9.951,9.831,64.118,35.852,41.383,38.594,30.805,0.516,0
46.988,2.145,2438.0,7.666,10.221,151.22,125.11,2.25,10.155,9.918,9.797,65.505,35.859,41.422,38.59,30.805,0.509,1
47.034,2.138,2437.6,7.739,10.214,151.21,125.1,2.469,10.116,9.896,9.786,65.481,35.852,41.406,38.602,30.805,0.535,0
47.386,2.158,2439.4,7.618,10.201,151.09,125.23,2.25,10.122,9.92,9.802,65.626,35.852,41.355,38.605,30.805,0.513,0
47.534,2.166,2443.4,7.781,10.204,151.27,125.26,2.219,10.168,9.944,9.828,65.526,35.93,41.441,38.695,30.812,0.508,0
47.113,2.152,2437.8,7.556,10.187,151.17,125.27,2.25,10.171,9.95,9.83,65.341,35.918,41.465,38.687,30.801,0.509,0
47.122,2.149,2439.6,7.653,10.198,151.12,125.47,2.32,10.17,9.936,9.827,65.52,35.918,41.496,38.687,30.883,0.537,0
47.096,2.148,2433.8,7.653,10.196,151.17,125.27,2.195,10.139,9.884,9.766,65.59,35.984,41.531,38.695,30.879,0.525,0
47.583,2.173,2433.8,7.618,10.219,151.12,125.04,2.375,10.132,9.905,9.783,65.521,36.02,41.516,38.762,30.789,0.523,0
47.171,2.151,2438.0,7.62,10.203,151.13,125.16,2.281,10.156,9.938,9.823,65.49,36.023,41.543,38.684,30.883,0.508,0
48.183,2.19,2435.8,7.598,10.19,151.22,125.58,2.219,10.151,9.929,9.814,65.318,35.93,41.57,38.695,30.711,0.526,0
47.193,2.157,2441.6,7.591,10.185,151.25,125.49,2.195,10.169,9.937,9.822,65.392,35.926,41.48,38.687,30.871,0.513,0
47.005,2.142,2437.8,7.558,10.241,151.27,125.26,2.133,10.133,9.898,9.777,65.301,35.918,41.559,38.687,30.867,0.511,0
47.122,2.142,2425.2,7.498,10.182,151.21,125.23,2.187,10.146,9.91,9.787,65.624,36.023,41.574,38.687,30.879,0.516,0
47.1,2.145,2422.6,7.479,10.162,151.28,125.19,2.266,10.143,9.898,9.782,65.707,35.918,41.562,38.699,30.871,0.509,0
47.381,2.167,2423.6,7.515,10.179,151.1,125.35,2.156,10.149,9.92,9.794,65.612,35.996,41.562,38.754,30.879,0.532,0
47.287,2.157,2425.6,7.506,10.181,151.27,125.16,2.25,10.124,9.89,9.777,65.567,36.0,41.574,38.766,30.879,0.528,0
47.312,2.167,2421.8,7.437,10.158,151.13,125.27,2.359,10.113,9.891,9.775,65.685,35.996,41.574,38.762,30.879,0.525,0
47.333,2.165,2421.8,7.796,10.171,151.17,125.13,2.281,10.123,9.889,9.778,65.687,36.008,41.586,38.762,30.879,0.525,0
47.241,2.169,2419.8,7.518,10.182,151.11,125.47,2.219,10.123,9.894,9.76,65.597,35.996,41.574,38.766,30.871,0.526,0
47.358,2.163,2427.6,7.465,10.18,151.27,125.37,2.141,10.091,9.86,9.745,65.587,36.008,41.586,38.766,30.867,0.534,0
47.358,2.17,2421.6,7.666,10.192,151.06,125.06,2.328,10.127,9.896,9.781,65.804,36.012,41.559,38.766,30.879,0.522,0
47.286,2.163,2421.8,7.601,10.172,151.09,125.37,2.141,10.13,9.905,9.787,65.864,36.012,41.562,38.762,30.891,0.515,0
47.394,2.162,2425.4,7.773,10.174,151.09,125.29,2.328,10.073,9.855,9.738,65.994,36.078,41.586,38.766,30.871,0.528,0
47.286,2.159,2421.6,7.588,10.189,151.19,125.37,2.297,10.102,9.855,9.729,65.672,36.0,41.582,38.75,30.871,0.514,0
46.758,2.131,2422.0,7.886,10.178,151.06,125.3,2.227,10.081,9.856,9.734,65.891,36.09,41.57,38.754,30.961,0.525,0
47.713,2.161,2423.8,7.554,10.194,151.17,125.14,2.484,10.077,9.857,9.743,65.745,36.02,41.574,38.738,30.871,0.519,0
47.762,2.159,2425.6,7.469,10.184,151.28,125.29,2.281,10.11,9.855,9.733,65.736,36.008,41.57,38.754,30.867,0.531,0
47.1,2.144,2421.8,7.561,10.182,151.27,125.13,2.25,10.109,9.888,9.768,65.75,36.023,41.562,38.766,30.945,0.547,0
47.619,2.162,2423.4,7.682,10.169,151.06,125.22,2.242,10.13,9.888,9.783,65.957,36.008,41.57,38.793,30.867,0.513,0
47.559,2.161,2424.8,7.527,10.179,151.1,125.37,2.211,10.091,9.852,9.738,65.615,36.023,41.555,38.762,30.871,0.528,0
47.692,2.173,2423.6,7.561,10.204,151.13,125.11,2.211,10.119,9.894,9.778,65.904,36.012,41.57,38.762,30.871,0.517,0
47.11,2.141,2422.0,7.791,10.182,151.1,125.38,2.359,10.138,9.894,9.775,65.69,36.0,41.574,38.77,30.961,0.522,0
47.137,2.141,2423.8,7.454,10.177,151.12,125.19,2.352,10.106,9.88,9.762,65.673,36.086,41.57,38.77,30.957,0.524,0
47.619,2.158,2425.8,7.54,10.203,151.04,125.19,2.227,10.106,9.858,9.738,65.754,36.02,41.562,38.762,30.883,0.535,0
47.238,2.15,2419.8,7.648,10.184,151.25,125.51,2.156,10.105,9.882,9.756,65.958,36.008,41.582,38.766,30.965,0.549,0
47.374,2.137,2422.4,7.774,10.203,151.06,125.13,2.187,10.094,9.853,9.733,65.873,36.02,41.574,38.754,30.961,0.535,0
47.1,2.142,2423.0,7.571,10.165,151.01,125.16,2.484,10.143,9.91,9.797,65.828,36.012,41.582,38.754,30.957,0.527,0
47.114,2.136,2421.2,7.536,10.184,151.22,125.34,2.273,10.084,9.859,9.736,65.678,36.086,41.613,38.75,30.965,0.538,0
47.114,2.137,2421.8,7.639,10.182,151.17,125.34,2.219,10.065,9.847,9.724,65.846,36.008,41.629,38.754,30.965,0.519,0
47.862,2.159,2422.2,7.73,10.177,151.1,125.37,2.242,10.112,9.88,9.76,65.904,36.09,41.609,38.754,30.973,0.53,0
47.933,2.163,2424.8,7.678,10.171,151.12,125.27,2.359,10.108,9.897,9.789,65.907,36.121,41.586,38.762,30.906,0.537,0
47.709,2.164,2413.2,7.761,10.186,151.6,125.81,2.25,10.068,9.849,9.724,68.001,36.09,41.625,38.77,30.949,0.533,1
47.637,2.161,2408.0,7.816,10.176,151.57,125.49,2.437,10.059,9.838,9.73,68.286,36.18,41.668,38.848,30.949,0.533,0
47.719,2.162,2409.2,8.034,10.189,151.52,125.32,2.25,10.088,9.858,9.746,68.383,36.18,41.672,38.848,30.973,0.535,0
47.483,2.134,2407.0,7.84,10.166,151.54,125.41,2.375,10.095,9.854,9.729,68.29,36.172,41.711,38.848,31.023,0.555,0
47.426,2.163,2405.8,7.699,10.163,151.49,125.55,2.414,10.061,9.825,9.71,68.25,36.184,41.641,38.93,31.051,0.524,0
47.355,2.157,2407.0,7.858,10.187,151.52,125.4,2.437,10.073,9.844,9.724,68.192,36.168,41.719,38.914,31.043,0.531,0
47.271,2.149,2403.8,7.808,10.169,151.63,125.43,2.375,10.1,9.862,9.738,68.329,36.25,41.766,38.926,31.051,0.557,0
47.379,2.16,2409.4,7.698,10.159,151.69,125.61,2.359,10.072,9.845,9.726,68.149,36.227,41.816,38.91,31.051,0.526,0
47.761,2.172,2409.6,8.053,10.167,151.51,125.4,2.305,10.056,9.821,9.709,68.4,36.234,41.82,38.965,31.043,0.525,0
47.413,2.161,2407.8,7.864,10.176,151.41,125.48,2.359,10.07,9.84,9.731,68.307,36.246,41.812,38.969,31.109,0.535,0
47.28,2.153,2407.6,8.019,10.163,151.47,125.38,2.281,10.116,9.873,9.759,68.273,36.238,41.828,39.023,31.051,0.558,0
47.38,2.156,2407.8,7.89,10.158,151.55,125.45,2.391,10.066,9.836,9.716,68.203,36.238,41.84,39.008,31.117,0.528,0
47.401,2.158,2405.6,7.906,10.158,151.44,125.45,2.281,10.07,9.833,9.71,68.281,36.332,41.871,39.012,31.137,0.533,0
47.334,2.148,2407.6,7.779,10.176,151.66,125.41,2.383,10.059,9.825,9.71,68.194,36.238,41.793,38.992,31.145,0.526,0
47.431,2.158,2404.0,7.854,10.181,151.65,125.61,2.297,10.07,9.823,9.707,68.4,36.238,41.82,38.98,31.121,0.543,0
47.01,2.138,2407.4,7.917,10.17,151.59,125.5,2.336,10.056,9.83,9.71,68.242,36.238,41.855,38.969,31.133,0.531,0
47.293,2.167,2403.8,7.748,10.17,151.55,125.71,2.305,10.046,9.826,9.708,68.274,36.238,41.871,39.004,31.129,0.538,0
47.097,2.159,2409.8,7.868,10.163,151.67,125.59,2.336,10.103,9.877,9.76,68.287,36.246,41.898,38.996,31.129,0.56,0
47.047,2.142,2411.6,7.902,10.167,151.54,125.41,2.336,10.068,9.847,9.73,68.071,36.316,41.887,39.02,31.211,0.543,0
47.453,2.164,2411.6,7.873,10.174,151.56,125.5,2.375,10.088,9.863,9.74,68.249,36.25,41.898,39.039,31.133,0.519,0
47.43,2.16,2411.6,7.857,10.176,151.59,125.39,2.484,10.086,9.855,9.733,67.949,36.332,41.902,39.02,31.145,0.518,0
47.441,2.161,2409.8,7.799,10.18,151.54,125.49,2.375,10.07,9.833,9.715,68.185,36.246,41.902,39.02,31.133,0.527,0
47.613,2.173,2411.8,7.778,10.169,151.55,125.79,2.328,10.098,9.873,9.762,68.046,36.246,41.898,39.012,31.133,0.529,0
47.476,2.163,2409.6,7.683,10.151,151.49,125.49,2.359,10.081,9.858,9.743,68.1,36.316,41.895,38.996,31.129,0.522,0
47.594,2.17,2411.6,7.904,10.167,151.48,125.59,2.211,10.059,9.821,9.705,68.315,36.316,41.887,39.02,31.133,0.536,0
47.443,2.159,2408.8,7.898,10.189,151.46,125.49,2.43,10.057,9.826,9.713,68.391,36.328,41.898,39.012,31.121,0.534,0
47.832,2.185,2408.8,7.714,10.17,151.49,125.73,2.242,10.045,9.833,9.712,67.956,36.332,41.859,39.113,31.121,0.525,0
47.795,2.189,2409.0,7.842,10.182,151.56,125.34,2.383,10.051,9.816,9.699,68.091,36.238,41.898,39.113,31.121,0.526,0
47.736,2.184,2407.6,7.835,10.164,151.52,125.45,2.32,10.044,9.811,9.696,68.316,36.25,41.902,39.098,31.137,0.527,0
47.621,2.166,2407.8,7.662,10.164,151.59,125.41,2.437,10.029,9.814,9.701,68.129,36.238,41.91,39.074,31.187,0.521,0
48.116,2.191,2409.6,7.793,10.187,151.47,125.61,2.297,10.073,9.836,9.719,68.194,36.227,41.898,39.086,31.117,0.512,0
47.551,2.165,2408.6,7.673,10.149,151.55,125.69,2.273,10.095,9.858,9.741,68.107,36.332,41.895,39.086,31.203,0.519,0
47.549,2.159,2404.8,7.762,10.14,151.45,125.61,2.281,10.089,9.856,9.745,68.119,36.305,41.887,39.086,31.203,0.536,0
47.574,2.165,2406.6,7.737,10.176,151.46,125.73,2.375,10.08,9.857,9.746,68.238,36.316,41.895,39.086,31.211,0.52,0
47.947,2.165,2400.8,7.686,10.146,151.38,125.4,2.484,10.061,9.833,9.728,68.409,36.312,41.914,39.086,31.203,0.535,0
47.427,2.14,2403.2,7.819,10.182,151.47,125.55,2.328,10.038,9.804,9.684,68.309,36.328,41.902,39.102,31.211,0.525,0
47.616,2.147,2400.0,7.695,10.173,151.48,125.44,2.484,10.051,9.8,9.689,68.266,36.34,41.902,39.086,31.266,0.53,0
47.543,2.15,2398.2,7.731,10.159,151.48,125.35,2.414,10.08,9.851,9.726,68.394,36.379,41.914,39.098,31.254,0.535,0
47.611,2.168,2405.8,7.938,10.178,151.49,125.41,2.406,10.087,9.862,9.743,68.257,36.398,41.926,39.098,31.195,0.53,0
47.423,2.163,2405.8,7.702,10.189,151.47,125.63,2.336,10.07,9.825,9.712,68.147,36.41,41.926,39.184,31.266,0.549,0
47.258,2.146,2407.6,7.727,10.184,151.49,125.3,2.375,10.048,9.818,9.691,68.149,36.41,41.941,39.195,31.254,0.527,0
47.258,2.15,2409.6,7.716,10.162,151.34,125.38,2.195,10.098,9.855,9.745,68.049,36.316,41.949,39.102,31.254,0.538,1
47.186,2.148,2407.8,7.777,10.169,151.36,125.4,2.414,10.092,9.843,9.731,68.081,36.32,41.93,39.117,31.262,0.555,1
47.224,2.147,2405.6,7.871,10.176,151.34,125.55,2.266,10.051,9.811,9.687,68.29,36.328,41.887,39.098,31.262,0.532,1
47.283,2.15,2403.8,7.674,10.172,151.46,125.44,2.414,10.038,9.807,9.687,68.12,36.305,41.922,39.086,31.266,0.527,1
47.211,2.143,2406.0,7.69,10.185,151.34,125.24,2.43,10.034,9.816,9.696,68.098,36.328,41.91,39.09,31.266,0.528,1
47.092,2.141,2407.4,7.731,10.154,151.34,125.44,2.156,10.086,9.867,9.752,68.023,36.406,41.949,39.09,31.273,0.545,1
47.117,2.16,2407.6,7.646,10.159,151.38,125.37,2.266,10.061,9.84,9.726,67.937,36.328,41.965,39.09,31.281,0.522,1
47.402,2.172,2409.8,7.848,10.182,151.38,125.47,2.414,10.064,9.837,9.73,68.141,36.332,41.902,39.187,31.254,0.523,1
46.958,2.148,2407.8,7.726,10.161,151.41,125.43,2.336,10.072,9.84,9.731,67.964,36.406,41.977,39.195,31.348,0.533,1
46.921,2.145,2409.4,7.705,10.154,151.41,125.44,2.375,10.095,9.862,9.743,68.159,36.41,41.902,39.16,31.355,0.515,1
47.46,2.143,2431.8,7.356,10.163,150.69,124.88,2.25,10.052,9.83,9.724,64.335,36.312,41.91,39.09,31.277,0.533,1
47.26,2.125,2430.0,7.467,10.176,150.65,124.9,2.281,10.095,9.854,9.743,64.319,36.328,41.914,39.035,31.277,0.526,0
46.843,2.129,2435.4,7.538,10.203,150.56,124.87,2.242,10.102,9.861,9.738,64.585,36.328,41.902,39.012,31.289,0.513,0
47.091,2.116,2431.8,7.559,10.189,150.67,124.9,2.141,10.066,9.836,9.72,64.516,36.246,41.895,39.02,31.281,0.525,0
47.189,2.118,2431.6,7.36,10.185,150.71,124.85,2.227,10.089,9.847,9.733,64.274,36.316,41.902,39.004,31.266,0.515,0
47.127,2.125,2429.6,7.439,10.171,150.71,124.96,2.031,10.105,9.878,9.771,64.354,36.234,41.91,39.012,31.277,0.518,0
46.818,2.124,2428.0,7.426,10.177,150.63,124.88,2.211,10.066,9.844,9.731,64.367,36.238,41.914,39.059,31.281,0.533,0
46.891,2.128,2429.6,7.456,10.184,150.73,124.98,2.195,10.065,9.831,9.711,64.447,36.223,41.895,39.02,31.281,0.54,0
46.867,2.124,2429.6,7.414,10.158,150.81,125.01,2.156,10.111,9.866,9.753,64.355,36.238,41.875,39.02,31.281,0.54,0
46.505,2.093,2427.8,7.408,10.18,150.69,125.0,2.211,10.102,9.859,9.745,64.379,36.234,41.91,39.008,31.359,0.523,0
46.929,2.123,2427.8,7.458,10.174,150.73,124.75,2.266,10.062,9.84,9.718,64.389,36.32,41.828,39.02,31.348,0.52,0
46.891,2.123,2427.8,7.394,10.154,150.68,124.88,2.187,10.051,9.84,9.719,64.334,36.316,41.898,39.086,31.348,0.536,0
46.93,2.119,2429.8,7.536,10.167,150.68,124.98,2.242,10.038,9.818,9.707,64.411,36.262,41.91,39.09,31.355,0.515,0
46.871,2.117,2429.6,7.68,10.161,150.63,124.82,2.25,10.044,9.826,9.715,64.381,36.332,41.902,39.105,31.359,0.525,0
46.854,2.115,2428.0,7.462,10.162,150.73,125.06,2.305,10.07,9.858,9.738,64.478,36.328,41.902,39.09,31.355,0.527,0
46.359,2.094,2426.0,7.384,10.176,150.62,125.08,2.195,10.099,9.866,9.738,64.444,36.32,41.902,39.078,31.449,0.536,0
46.467,2.124,2425.8,7.487,10.162,150.63,124.92,2.32,10.076,9.845,9.728,64.503,36.34,41.902,39.184,31.445,0.536,0
46.885,2.142,2426.0,7.668,10.171,150.76,124.77,2.336,10.027,9.806,9.694,64.486,36.328,41.895,39.105,31.348,0.531,0
46.462,2.124,2427.8,7.439,10.162,150.65,124.66,2.383,10.019,9.799,9.693,64.445,36.414,41.887,39.168,31.426,0.529,0
47.146,2.143,2429.6,7.414,10.196,150.74,124.77,2.227,10.031,9.809,9.692,64.368,36.406,41.914,39.195,31.437,0.516,0
46.697,2.122,2427.6,7.68,10.169,150.71,124.85,2.328,10.087,9.857,9.74,64.422,36.406,41.926,39.18,31.437,0.547,0
46.697,2.118,2425.8,7.435,10.158,150.8,124.85,2.328,10.067,9.836,9.717,64.401,36.398,41.922,39.18,31.426,0.533,0
46.37,2.101,2425.8,7.713,10.177,150.63,124.77,2.375,10.051,9.831,9.721,64.536,36.422,41.898,39.187,31.422,0.525,0
46.106,2.094,2423.8,7.408,10.158,150.66,124.92,2.172,10.091,9.851,9.743,64.407,36.414,41.902,39.172,31.52,0.53,0
46.695,2.118,2421.8,7.394,10.174,150.58,124.88,2.242,10.026,9.8,9.689,64.445,36.406,41.914,39.187,31.434,0.515,0
